Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
55920,106000,131440,12.5,15688,70915.34,70915.5,4,O,503,6,30,22,15,4,4,Corporation,8,2,0,0,59,Miscellaneous Retail Stores,20728,9230,11498,205300,46992,60.7,5,759,7732,227369,11493,350,11843,FL,B,S4
1884,6800,8432,12.5,1006.4,4442.32,4442.8,5,O,461,2,14,6,5,7,1,Sole Proprietorship,4,1,0,0,79,Amusement and Recreational Services,23557,9997,13560,72400,15779,25.9,5,301,5608,152463,7174,453,7627,VA,B,S1
59344,99600,119520,7.5,11155.2,137908.18,66489.7514,6,R,531,14,21,14,12,1,6,Limited Liability Company,8,1,6,0,58,Eating and Drinking Places,3701,1758,1943,124700,44950,22.8,6,56,503,9773,889,14,903,TN,H,S4
11873,27600,32430,12.5,3260.26,24800.5,31582.4,5,O,660,2,23,22,10,0,1,Corporation,1,3,0,0,59,Miscellaneous Retail Stores,20821,9867,10954,134900,53514,37.3,6,523,7304,206230,7398,609,8007,IL,D,S3
8459,19200,24480,12.5,4017.6,12664.94,14658.3333,12,O,456,37,19,8,9,4,7,Sole Proprietorship,12,1,1,1,75,Auto Repair Services and Parking,16991,7489,9502,139100,37277,42.7,5,288,5473,214749,6540,480,7020,DC,B,S2
4698,12100,14399,12.5,1669.8,9536.76,9536.5,4,O,556,5,12,4,6,4,4,Limited Liability Company,1,12,1,8,72,Personal Services,43360,20187,23173,104200,37505,31.4,5,656,14389,461799,18782,969,19751,NC,B,S2
15245,45600,54264,12.5,6292.8,36014.76,36015.5991,7,O,535,1,9,5,3,3,1,Limited Liability Company,4,5,3,1,58,Eating and Drinking Places,43084,21210,21874,109600,43710,32.5,5,1653,36225,1024686,17231,1688,18919,NC,B,S4
30737,58800,71900,12.5,9375.5,80568,94077.3333,3,R,636,25,24,19,13,0,5,Corporation,9,1,1,0,58,Eating and Drinking Places,33342,17078,16264,96300,39651,35.5,5,2354,47047,1989652,11747,2386,14133,FL,H,S4
8607,14200,16685,12.5,766.8,11253.36,26562,1,R,501,4,5,0,3,2,3,Corporation,1,0,0,0,59,Miscellaneous Retail Stores,29734,14508,15226,99900,43750,34,5,1152,20614,565260,12647,1100,13747,GA,OTHER,S2
9487,17300,19462.5,12.5,1297.5,13365.08,13364.6667,6,O,565,1,23,19,8,1,3,Corporation,1,2,0,0,58,Eating and Drinking Places,34504,16100,18404,107900,26804,50.9,5,1268,10981,291452,24605,1434,26039,FL,OTHER,S2
13332,24000,29760,6,3552,54308.78,54308.6667,3,O,547,4,20,14,9,3,3,Corporation,4,6,1,6,58,Eating and Drinking Places,17234,9418,7816,60600,26459,34.8,5,542,10078,281418,5164,709,5873,FL,B,S3
2906,10100,12069.5,12.5,842.34,9095.4,11259.8333,12,O,530,21,20,2,5,14,4,Sole Proprietorship,20,1,1,1,59,Miscellaneous Retail Stores,21864,9849,12015,69600,23808,39.2,5,619,11740,303712,7600,759,8359,NC,A,S2
7596,16000,18800,5,1512,35950.56,35950.6667,6,O,636,16,20,16,13,0,4,Sole Proprietorship,6,1,2,0,54,Food Stores,1593,819,774,89300,42434,36.8,5,28,97,2539,535,5,540,NY,C,S2
18609,35200,43648,12.5,5209.6,23080,26330,3,O,589,27,27,13,12,4,10,Corporation,11,9,3,6,72,Personal Services,31992,15400,16592,136700,52864,41.3,5,1193,20935,790620,13319,1029,14348,PA,B,S3
7068,14000,17780,12.5,1293.6,16825.2,16825.2,10,O,459,25,25,11,9,3,11,Sole Proprietorship,16,4,0,3,75,Auto Repair Services and Parking,36255,17869,18386,190600,56879,36.1,5,1309,29342,1645471,14140,1308,15448,MA,OTHER,S2
6714,10400,12220,12.5,912.6,9322.02,9322.5,4,O,703,3,28,28,14,0,0,Corporation,3,0,1,0,58,Eating and Drinking Places,31527,16233,15294,131400,41979,32.7,5,1270,18954,585159,15910,1457,17367,NC,OTHER,S2
1921,3000,3570,12.5,331.2,3518.86,2584.57143,7,R,472,3,32,13,15,15,4,Sole Proprietorship,21,0,3,0,59,Miscellaneous Retail Stores,9325,4537,4788,68600,25006,38.9,6,266,2857,50800,3557,377,3934,LA,B,S1
5707,15200,18620,12.5,3085.6,11363.28,11363.4545,11,O,617,6,6,5,2,1,0,Partnership,5,6,2,1,50,Wholesale Trade-Durable Goods,5864,2939,2925,51300,28455,44.7,6,237,1836,39784,2920,195,3115,MI,H,S2
2410,4780,5688,12.5,659.28,5391.74,4018.33333,6,O,538,4,17,9,7,2,6,Corporation,3,0,0,0,75,Auto Repair Services and Parking,38453,18699,19754,68500,28968,35.3,6,1125,23737,651456,15519,1298,16817,MO,B,S1
41713,51000,61200,12.5,3557.24,32837.36,32839.8943,3,O,665,8,36,29,21,0,7,Limited Liability Company,30,2,9,0,80,Health Services,9222,4444,4778,268900,62025,38.5,5,329,3475,155904,3183,156,3339,NY,C,S4
6226,23600,28084,12.5,2550.08,18623.02,18622.6667,3,O,451,27,22,8,10,5,9,Corporation,16,0,2,0,59,Miscellaneous Retail Stores,17295,8540,8755,114100,45484,35,6,574,10773,347508,6597,498,7095,MN,OTHER,S3
4671,12800,15232,12.5,1766.4,10159.74,10160,3,O,497,3,16,4,6,7,5,Sole Proprietorship,1,0,0,0,72,Personal Services,25269,11921,13348,331700,77568,38.6,5,2329,44671,2299993,12759,2046,14805,MD,B,S2
2095,6000,7050,12.5,648,5427.72,6433.25,8,O,459,7,18,9,7,6,2,Corporation,6,6,0,2,53,General Merchandise Stores,5191,2867,2324,263300,27500,32.3,5,999,20129,723997,2584,1216,3800,VA,E,S1
6984,10000,11750,12.5,270,9132,9132,1,R,630,13,16,5,11,0,11,Corporation,15,2,1,1,75,Auto Repair Services and Parking,49019,22176,26843,62700,32980,33,6,934,17998,651886,19596,1000,20596,WI,F,S2
5499,9400,11280,12.5,1513.4,7367.32,7367.25,8,O,688,3,8,7,2,0,1,Limited Liability Company,1,1,2,0,53,General Merchandise Stores,27591,12633,14958,116400,29616,34.2,6,1368,20509,512534,12897,2114,15011,LA,H,S2
967,4100,4817.5,12.5,387.46,3688.44,4389,6,O,537,2,17,11,8,2,4,Sole Proprietorship,2,0,0,0,50,Wholesale Trade-Durable Goods,24762,11875,12887,78800,25504,37.6,5,1032,17479,449884,11689,1234,12923,WV,OTHER,S1
52464,60200,70434,7.5,4840.08,104296.74,127814,3,R,609,28,31,28,16,0,3,Corporation,27,3,11,0,50,Wholesale Trade-Durable Goods,13728,6855,6873,244800,67964,37.4,5,2005,52834,2738831,6754,1449,8203,MI,A,S4
6714,18200,21385,12.5,1965.6,16364.8,16364.6667,6,O,514,5,30,19,15,3,8,Sole Proprietorship,3,1,0,0,54,Food Stores,4481,2156,2325,92900,46994,39.2,5,73,915,22698,1672,42,1714,OH,E,S2
12404,34400,40592,10,4210.56,38786.44,38785.3259,2,O,594,11,35,17,17,5,13,Corporation,12,0,1,0,73,Business Services,13403,6501,6902,95700,35762,39.6,5,889,11783,312401,4931,1116,6047,FL,H,S3
11491,25400,30226,7.5,2804.16,64114,66132.5,4,R,505,18,52,31,28,4,17,Corporation,10,7,1,0,58,Eating and Drinking Places,55760,26964,28796,161100,62258,28.3,5,1194,43217,0,17970,1002,18972,DE,B,S3
5397,12600,14994,12.5,1738.8,10215.38,10215.3333,3,O,532,5,33,22,19,4,7,Sole Proprietorship,5,0,1,0,59,Miscellaneous Retail Stores,30355,15008,15347,95800,36664,29.5,5,886,13847,323197,11217,1097,12314,GA,B,S2
25882,43600,51884,12.5,4813.44,34361.2,34361,6,R,626,7,42,38,29,0,4,Corporation,6,3,1,0,79,Amusement and Recreational Services,26551,13056,13495,129400,60226,33.6,6,423,5780,135714,8281,281,8562,MN,B,S4
12891,39400,46295,12.5,3191.4,37980.4,42043.6,5,O,429,7,20,4,5,11,5,Corporation,6,3,3,3,72,Personal Services,16649,8069,8580,221600,61475,56.1,5,658,8734,341545,11182,390,11572,FL,OTHER,S3
3965,19000,22325,12.5,570,22220,29845,4,R,497,2,9,0,0,9,0,Corporation,3,6,1,5,58,Eating and Drinking Places,1617,823,794,86200,35938,37,5,44,596,15885,560,44,604,NY,OTHER,S2
812,5800,7192,12.5,858.4,3833,3833,4,O,475,17,44,17,20,18,9,Corporation,1,0,0,0,58,Eating and Drinking Places,57611,27451,30160,96900,38086,35.3,5,1321,24770,813037,22073,1421,23494,PA,B,S1
4304,9800,12495,12.5,2164.58,6334,9944.15385,13,O,561,8,15,15,5,0,0,Corporation,1,2,1,0,75,Auto Repair Services and Parking,53398,27525,25873,70100,18506,33.3,5,1602,18704,467736,15641,2737,18378,FL,H,S2
10601,16600,19505,12.5,672.3,16000,19668,5,R,702,6,32,28,20,1,3,Limited Liability Company,12,0,0,0,75,Auto Repair Services and Parking,33557,15948,17609,255700,74655,37.5,5,2437,54229,2993802,12329,2374,14703,MD,OTHER,S2
5697,14200,17040,12.5,2186.8,11954.9,14362.4444,9,O,535,8,22,18,10,1,3,Corporation,1,0,1,0,56,Apparel and Accessory Stores,20696,10239,10457,130900,49229,43.2,5,629,7814,213797,8066,474,8540,FL,H,S2
37966,69000,85560,12.5,8169.6,45506.74,45506.6667,3,R,524,12,27,13,17,2,12,Corporation,11,3,5,2,59,Miscellaneous Retail Stores,8937,4361,4576,239100,78958,37,5,263,2198,113207,2335,142,2477,NY,B,S4
15342,34200,40185,12.5,3693.6,30859.32,30858.4847,1,O,556,10,21,14,9,0,7,Limited Liability Company,1,0,0,0,58,Eating and Drinking Places,46320,22543,23777,147700,33153,24.3,5,1057,17145,504984,21118,1213,22331,MI,E,S3
17703,26000,31850,12.5,2657.86,17873.56,19556,7,O,663,10,22,19,9,0,3,Corporation,0,0,0,0,53,General Merchandise Stores,12986,6392,6594,101700,34816,34.1,5,343,2993,72475,5232,332,5564,NC,C,S3
17089,20800,25064,12.5,3592.68,16259.34,16654,3,O,680,7,21,16,16,0,5,Corporation,0,0,1,0,59,Miscellaneous Retail Stores,18751,10749,8002,1000001,41002,37.9,5,6278,141633,9409248,15194,6018,21212,NY,H,S3
5999,9600,11280,12.5,777.6,8721.78,12821.5,12,O,666,7,14,10,4,0,4,Partnership,6,2,2,0,75,Auto Repair Services and Parking,10100,4969,5131,84600,34601,40.2,5,426,4446,106903,4753,398,5151,MI,A,S2
17146,27200,32368,12.5,750.72,59724.24,12634,1,R,587,27,48,17,17,0,12,Corporation,5,1,2,0,56,Apparel and Accessory Stores,30039,14081,15958,60900,26546,31.8,6,803,11001,245811,9235,1025,10260,MS,F,S3
8886,14400,16920,12.5,1701,12938.72,14898,5,O,743,2,30,30,16,0,0,Limited Liability Company,1,0,2,0,55,Automotive Dealers and Service Stations,3936,1939,1997,85200,30188,44.8,5,42,297,4024,2789,51,2840,FL,D,S2
6749,14800,17612,12.5,2042.4,13665.72,19498.6667,6,O,476,1,37,15,15,6,5,Sole Proprietorship,4,0,2,0,70,Hotels Rooming and Other Lodging Places,17339,8310,9029,113800,33558,39,6,1206,16196,368385,7492,1043,8535,MO,B,S2
7665,12000,14880,12.5,1909.2,7788.7,7788.28571,7,O,525,2,25,7,11,8,10,Sole Proprietorship,9,1,0,0,72,Personal Services,44050,20657,23393,106200,48131,35.8,5,1083,15128,373223,17813,1259,19072,SC,H,S2
25411,38400,47616,12.5,4546.56,52633.68,27938,2,R,652,18,32,32,7,0,4,Corporation,4,2,2,0,73,Business Services,26482,12547,13935,419600,97918,40.4,5,2171,37019,1539645,9334,1710,11044,NY,B,S3
5718,10000,11750,12.5,945,11080,11080,3,O,628,3,14,13,7,0,1,Corporation,3,3,1,3,75,Auto Repair Services and Parking,65868,31767,34101,93000,42944,33.9,5,1572,27477,826579,23380,1332,24712,MI,OTHER,S2
17728,55228.76,65169.93,12.5,7135.56,43230.06,43230,5,O,655,16,29,21,15,4,4,Corporation,10,12,2,7,56,Apparel and Accessory Stores,4723,2407,2316,223700,56297,35.5,5,2392,41127,2737738,8192,2020,10212,FL,H,S4
27137,62000,72850,12.5,3720,55760,55523.5556,9,O,659,4,12,8,5,0,4,Corporation,1,0,2,0,72,Personal Services,31822,14835,16987,91600,38285,36,5,853,16688,605032,12836,724,13560,VA,A,S4
5686,10800,13392,12.5,1598.4,7100.92,11926,6,O,595,12,27,21,10,1,5,Corporation,9,10,2,5,72,Personal Services,8305,4161,4144,116300,54605,31.6,6,239,3505,103474,4864,152,5016,MO,B,S2
3380,13000,15275,12.5,1535.62,13496.64,13497,4,O,615,3,11,2,2,7,2,Sole Proprietorship,2,0,1,0,57,Home Furniture and Furnishings Stores,58406,27394,31012,116400,53312,31.4,5,522,8227,248285,17235,625,17860,GA,D,S2
5842,13400,15812,12.5,1457.92,12210.3,12209.9966,3,O,555,3,25,9,9,6,9,Corporation,1,0,1,0,55,Automotive Dealers and Service Stations,26973,13134,13839,112600,35184,38.3,5,1060,11677,366428,11592,1233,12825,FL,OTHER,S2
2515,8127.5,9590.45,12,1105.34,6501.86,6502,3,O,686,2,14,12,6,1,1,Limited Liability Company,19,4,2,0,58,Eating and Drinking Places,12871,6210,6661,143500,60662,40.2,5,372,5969,168899,4644,328,4972,CT,OTHER,S1
16344,40000,48400,12.5,2400,30034.3,10453.3674,3,O,585,7,44,4,4,17,16,Corporation,17,0,5,0,54,Food Stores,37682,18255,19427,149400,52266,38.3,5,757,6706,163562,13409,228,13637,FL,OTHER,S3
4247,8700,10222.5,12.5,704.7,7816.32,7816,3,O,483,2,16,9,6,3,4,Corporation,2,0,2,0,73,Business Services,59935,28201,31734,133300,52830,33.7,5,2078,19873,506685,16208,1018,17226,FL,OTHER,S2
12765,30400,36176,12.5,4195.2,24118.76,28635.3333,9,O,604,15,5,1,2,0,4,Sole Proprietorship,7,1,2,0,55,Automotive Dealers and Service Stations,22039,11015,11024,87800,39035,38.4,6,988,25437,0,7565,914,8479,FL,B,S3
11572,16000,18800,5,864,59644.88,51848,1,R,625,9,45,17,17,1,1,Limited Liability Company,4,1,1,0,41,Local/Suburban Transit and Highway Passenger,38889,19142,19747,90600,34237,36.6,5,946,14500,369297,15642,1078,16720,NC,OTHER,S2
4765,13200,16368,12.5,2100.12,8607.28,10768,4,O,595,3,10,6,5,0,4,Sole Proprietorship,2,2,0,2,75,Auto Repair Services and Parking,57611,27451,30160,96900,38086,35.3,5,1321,24770,813037,22073,1421,23494,PA,H,S2
20925,33400,39746,12.5,3687.36,64263.3,31090,1,R,658,11,35,15,15,3,4,Limited Liability Company,14,0,3,0,57,Home Furniture and Furnishings Stores,24023,12009,12014,126100,56133,31.8,6,425,5506,151813,11163,489,11652,LA,B,S3
4821,14000,17150,12.5,1116.5,10222.44,10116.5,4,R,612,6,25,16,9,1,8,Sole Proprietorship,12,2,2,2,58,Eating and Drinking Places,12434,6040,6394,76600,33451,42.3,6,597,5961,165984,4886,620,5506,VA,H,S2
2200,5400,6696,12.5,799.2,3570.96,3570.66667,6,O,498,4,13,2,7,5,6,Corporation,8,0,3,0,53,General Merchandise Stores,13576,6670,6906,172000,59429,31.3,5,419,7294,229898,3523,349,3872,MI,B,S1
3599,23700,27847.5,12.5,2239.66,21331.32,21331.5,4,O,464,6,6,1,0,5,0,Sole Proprietorship,4,0,1,0,54,Food Stores,53248,25400,27848,96300,28694,31.8,5,766,11447,236056,16992,1177,18169,FL,OTHER,S3
23786,50800,59690,12.5,1016,55250,26518.6667,3,R,531,1,14,4,5,1,9,Corporation,3,2,1,0,58,Eating and Drinking Places,19154,9202,9952,177000,51858,39.6,5,642,9775,442333,7761,624,8385,NH,A,S4
14242,24200,30200,12.5,5084.28,17902,26484.6667,3,R,521,4,16,8,6,4,4,Corporation,3,1,3,0,54,Food Stores,8286,4006,4280,88900,28741,43,5,227,1816,39072,2664,129,2793,NC,H,S3
31495,77000,91630,10,10626,75899.28,75899.6,5,O,513,1,14,9,7,2,3,Corporation,8,5,0,0,58,Eating and Drinking Places,32039,15582,16457,94700,39150,32.6,5,1114,14802,283169,11402,1547,12949,NC,B,S4
7221,26000,29900,10,2028,26254.62,26254.8,5,O,609,3,35,21,22,9,5,Limited Liability Company,4,0,0,0,58,Eating and Drinking Places,5966,2973,2993,195500,83462,39.1,5,162,1346,34668,2208,83,2291,CT,B,S3
34729,54400,64636,10,5851.24,58914,60774,4,R,622,9,8,4,3,1,3,Corporation,0,3,2,0,57,Home Furniture and Furnishings Stores,27939,13231,14708,115100,37010,65.6,5,334,6416,167950,14035,371,14406,FL,B,S4
3437,10500,12338,12.5,992.32,9450,14876,3,O,468,2,11,7,3,2,2,Corporation,2,0,1,0,57,Home Furniture and Furnishings Stores,46599,21561,25038,275000,27905,32.9,5,518,3828,104850,15969,574,16543,NY,OTHER,S2
14478,32500,38675,12.5,3511.76,29898.34,31842.4,5,O,646,7,43,12,12,0,3,Limited Liability Company,27,3,2,1,58,Eating and Drinking Places,27420,13285,14135,113700,46128,36.6,5,1410,24665,677462,11331,1428,12759,KY,OTHER,S3
10174,23000,28175,11.5,2834.76,16771.78,16772.9209,6,O,606,73,43,16,16,1,10,Corporation,18,3,2,1,99,Other,46535,23531,23004,120600,31159,29.9,5,1551,30921,1145483,14053,1418,15471,MI,B,S3
1688,5200,6110,12.5,421.2,4706.76,4706.66667,3,O,520,4,2,1,0,1,0,Sole Proprietorship,10,0,0,0,75,Auto Repair Services and Parking,34682,17552,17130,321600,44382,29.5,5,1010,42790,2225957,13835,1231,15066,MA,A,S1
4195,26600,31654,12.5,3670.8,20988.4,20988.5,4,O,579,29,9,6,3,1,2,Corporation,1,1,1,0,58,Eating and Drinking Places,38066,18876,19190,92300,47825,34.8,5,683,7891,238873,18880,1003,19883,GA,B,S3
4423,11600,14384,12.5,1716.8,8073.14,8073.33333,12,O,653,1,20,7,6,1,12,Sole Proprietorship,1,0,1,0,58,Eating and Drinking Places,36753,17390,19363,86200,32720,30.4,5,562,37840,2292185,10877,969,11846,GA,B,S2
43221,114000,132810,9,11371.5,115501.42,115502,3,O,620,22,55,50,29,1,4,Sole Proprietorship,13,2,3,0,59,Miscellaneous Retail Stores,19840,10215,9625,92400,39278,37.6,5,720,6613,194487,7555,845,8400,FL,B,S4
8112,15300,18207,12.5,2111.4,12062.6,12062.3333,6,O,688,9,30,30,17,0,0,Limited Liability Company,1,1,4,0,52,Building Materials and Hardware,21707,10576,11131,95200,35424,31.2,5,956,22065,683212,5340,1050,6390,SC,B,S2
10239,20000,24000,10,3080,26217.64,26217.5,4,O,626,5,19,16,9,0,3,Corporation,1,0,0,0,56,Apparel and Accessory Stores,39216,20244,18972,97600,36182,30.6,5,1254,22311,612245,13924,1431,15355,SC,H,S2
12837,21600,25704,12.5,2980.8,17003.26,17003.26,4,O,546,16,18,7,7,6,5,Sole Proprietorship,0,0,1,0,59,Miscellaneous Retail Stores,25709,12626,13083,129600,49148,39.9,5,479,2354,51167,16974,160,17134,FL,B,S3
5443,9800,11900,12.5,1320.2,9898.28,12460,5,R,597,16,52,52,20,0,0,Corporation,2,1,1,1,58,Eating and Drinking Places,26230,12905,13325,105800,46952,35.4,6,774,17565,571368,11290,726,12016,MN,H,S2
3780,9600,11904,12.5,1420.8,6348.68,7632.4,5,O,568,28,31,25,16,3,3,Corporation,3,1,0,0,54,Food Stores,23853,11388,12465,60600,30813,39.1,5,500,7524,182535,9394,480,9874,NY,B,S2
4059,14000,17150,12.5,1421,7836.24,7553.14286,7,O,625,2,43,39,27,1,3,Sole Proprietorship,2,1,1,1,58,Eating and Drinking Places,19162,9200,9962,77600,42004,34.8,6,633,20096,930270,8544,837,9381,MO,C,S2
16229,30200,35938,12.5,4167.6,25540.46,25540.5455,11,O,690,5,39,17,17,0,0,Corporation,14,4,7,0,58,Eating and Drinking Places,72138,33663,38475,132300,20606,27.2,5,625,5925,134522,23808,1041,24849,NY,H,S3
4426,9600,11424,12.5,1324.8,8849.08,8849,4,O,644,2,33,32,20,0,1,Sole Proprietorship,1,2,0,0,72,Personal Services,11453,5384,6069,66400,31727,40.4,6,225,3982,109983,4617,282,4899,IL,B,S2
16369,25000,29375,12.5,2700,19293.38,19293,4,O,637,22,24,21,18,1,2,Corporation,14,1,7,0,54,Food Stores,65469,31268,34201,79800,25557,31.5,5,1248,12427,299874,21179,1934,23113,FL,OTHER,S3
11376,26000,30550,12.5,2106,26738.1,26738,5,O,630,2,9,7,2,1,1,Limited Liability Company,17,0,0,0,58,Eating and Drinking Places,41790,19893,21897,89000,36851,38.4,5,923,19377,623047,17043,1001,18044,OH,A,S3
36303,59200,71632,12.5,5043.84,53384.06,53383.3333,3,O,635,56,26,24,14,0,2,Corporation,1,0,0,0,59,Miscellaneous Retail Stores,26121,12922,13199,62700,25305,31.7,6,798,15303,457173,7527,1019,8546,MS,OTHER,S4
4554,8200,9758,10,905.28,17905.94,17905.9728,1,R,445,2,10,4,3,2,4,Corporation,24,0,2,0,59,Miscellaneous Retail Stores,5557,2825,2732,228500,42405,43.2,5,278,1832,49266,2684,164,2848,FL,B,S1
9417,35700,42268,12.5,4590.58,24369.04,24368.6667,12,O,511,7,31,16,17,3,12,Sole Proprietorship,2,0,1,0,58,Eating and Drinking Places,12907,6231,6676,85000,35014,35.9,6,307,3049,70327,5367,239,5606,MO,H,S3
7495,11500,13512.5,5,1319.62,38710.5,38710.5,4,O,593,6,24,6,6,1,4,Corporation,2,0,1,0,75,Auto Repair Services and Parking,4347,2172,2175,172700,63945,37.8,5,168,897,26347,1420,62,1482,NY,H,S2
2084,12000,14100,10,810,13528.46,13528.8,5,R,496,7,19,7,13,5,7,Sole Proprietorship,1,12,1,8,72,Personal Services,21001,10193,10808,186300,76326,37.5,5,401,3867,103003,6643,204,6847,MD,D,S2
6074,9200,11408,12.5,1361.6,6054.46,6054.66667,3,O,583,4,12,3,5,1,8,Corporation,2,0,2,0,54,Food Stores,47630,22672,24958,164500,53225,37.1,5,1134,13211,414738,17125,1188,18313,NJ,B,S2
6739,21000,25095,12.5,1751.4,19115.6,19116,6,O,432,1,16,10,6,2,4,Limited Liability Company,1,0,2,0,75,Auto Repair Services and Parking,13352,6422,6930,170500,67899,39.7,5,407,8303,286561,4852,390,5242,CT,A,S3
1539,3000,3570,10,414,3041.78,3041.5,4,O,511,7,32,15,20,7,10,Corporation,5,3,1,0,72,Personal Services,30225,15090,15135,166200,69276,34.1,6,533,4135,117604,11394,329,11723,IL,B,S1
24945,54800,67952,12.5,8110.4,36083.42,38204,12,O,582,2,20,13,6,2,5,Corporation,1,2,0,0,58,Eating and Drinking Places,16866,7723,9143,296500,66631,40.4,5,371,2605,92693,7400,527,7927,MA,B,S4
18064,46000,54050,12.5,3105,45639.4,112114,1,R,616,5,17,7,14,1,9,Limited Liability Company,26,6,4,0,50,Wholesale Trade-Durable Goods,29767,14645,15122,234300,88133,31.5,5,529,8425,541999,12152,513,12665,VA,E,S4
8288,15600,19110,12.5,3166.8,12787.84,12787.7143,7,O,534,19,21,9,8,2,10,Corporation,1,0,0,0,56,Apparel and Accessory Stores,53229,27257,25972,87600,28589,29.4,5,1563,29818,1222893,17663,2064,19727,GA,H,S2
19343,34600,40635,12.5,1838.8,31109.34,21096.7709,1,R,660,28,32,32,15,0,0,Corporation,25,2,1,2,70,Hotels Rooming and Other Lodging Places,3431,1839,1592,323600,32716,45.4,5,430,1386,55924,2045,238,2283,MA,OTHER,S3
1460,3000,3525,12.5,324,4801.94,4802,4,O,527,9,15,3,10,5,7,Corporation,8,3,3,0,27,Printing Publishing and Allied Industries,9367,4640,4727,170300,68329,35.8,5,147,788,17037,2467,132,2599,NY,E,S1
3247,8200,9758,12.5,1131.6,8140.48,8140.8,5,O,511,2,20,6,7,10,4,Limited Liability Company,4,1,1,0,58,Eating and Drinking Places,43858,21406,22452,170200,68660,39.1,5,959,15900,460207,10157,581,10738,OH,H,S1
41048,208000,257920,12.5,31553.6,136655.56,136655.333,3,O,501,7,24,9,18,4,11,Limited Liability Company,4,4,0,2,58,Eating and Drinking Places,40838,19664,21174,102400,47142,34,6,1329,21774,550464,18516,1743,20259,TN,D,S4
54832,86000,106640,12.5,12728,56516.14,56516.5,8,O,594,23,22,15,8,1,6,Corporation,12,1,2,1,41,Local/Suburban Transit and Highway Passenger,22874,11066,11808,95700,38668,33.9,5,434,9574,343406,12377,644,13021,PA,B,S4
9982,15200,18500,12.5,2834,19552,19552,1,R,515,6,13,4,7,2,7,Corporation,16,4,1,0,75,Auto Repair Services and Parking,4348,2170,2178,128600,37934,40.3,5,163,1190,37305,1614,76,1690,ME,H,S2
171458,214000,265360,12.5,33255.6,138027.64,152286,3,O,632,4,38,36,24,0,2,Limited Liability Company,14,6,4,0,75,Auto Repair Services and Parking,5750,2753,2997,193000,65063,43.6,5,294,2888,71925,1671,73,1744,CT,H,S4
40686,97200,120528,7.5,14385.6,102752.44,102752.364,11,O,501,26,48,35,26,5,8,Corporation,26,7,6,5,70,Hotels Rooming and Other Lodging Places,3086,1555,1531,123900,40313,43,5,123,491,10469,1313,33,1346,MI,B,S4
7013,11400,14136,12.5,1349.76,11856,19250,2,R,585,10,31,16,24,2,13,Corporation,10,2,0,1,56,Apparel and Accessory Stores,14522,7014,7508,246200,72736,39.1,5,481,9035,491019,5130,383,5513,NY,B,S2
12553,25600,31744,17.5,3031.04,13953.76,6912,1,R,526,49,23,8,8,5,9,Corporation,4,8,0,4,50,Wholesale Trade-Durable Goods,20379,9395,10984,87000,32229,39.2,5,1018,18264,523711,7911,1263,9174,SC,B,S3
